,streams (int),speechiness_%,instrumentalness_%,liveness_%,acousticness_%,energy_%,valence_%,danceability_%,bpm,in_spotify_charts,in_spotify_playlists,artist_count,artist(s)_name,mode
0,141381703.0,4,0,8,31,83,89,80,125,147,553,2,"['Latto', 'Jung Kook']",Major
1,133716286.0,4,0,10,7,74,61,71,92,48,1474,1,['Myke Towers'],Major
2,140003974.0,6,0,31,17,53,32,51,138,113,1397,1,['Olivia Rodrigo'],Major
3,800840817.0,15,0,11,11,72,58,55,170,100,7858,1,['Taylor Swift'],Major
4,303236322.0,6,63,11,14,80,23,65,144,50,3133,1,['Bad Bunny'],Minor
5,183706234.0,24,0,8,19,58,66,92,141,91,2186,2,"['Dave', 'Central Cee']",Major
6,725980112.0,3,0,8,48,76,83,67,148,50,3090,2,"['Eslabon Armado', 'Peso Pluma']",Minor
7,58149378.0,4,0,11,37,71,26,67,100,43,714,1,['Quevedo'],Major
8,95217315.0,9,0,28,12,62,22,85,130,83,1096,1,['Gunna'],Minor
9,553634067.0,33,0,8,21,48,56,81,170,44,2953,2,"['Peso Pluma', 'Yng Lvcas']",Minor
10,505671438.0,5,0,27,23,72,56,57,83,40,2876,2,"['Bad Bunny', 'Grupo Frontera']",Minor
11,58255150.0,7,0,15,18,82,52,78,150,55,422,1,['NewJeans'],Minor
12,1316855716.0,7,0,3,6,68,65,71,118,115,12211,1,['Miley Cyrus'],Major
13,387570742.0,3,0,9,83,43,32,51,130,98,3528,1,['David Kushner'],Minor
14,2513188493.0,6,0,31,34,73,66,52,174,130,23575,1,['Harry Styles'],Minor
15,1163093654.0,4,17,16,5,73,43,64,89,77,8109,1,['SZA'],Major
16,496795686.0,3,0,34,43,59,76,78,120,77,2942,1,['Fifty Fifty'],Minor
17,30546883.0,3,0,10,96,9,14,44,78,104,873,1,['Billie Eilish'],Major
18,335222234.0,16,0,12,14,66,67,86,100,40,2610,2,"['Feid', 'Young Miko']",Major
19,363369738.0,4,0,36,0,73,36,63,120,68,596,1,['Jimin'],Major
20,86444842.0,4,0,42,22,74,87,65,140,26,332,3,"['Gabito Ballesteros', 'Junior H', 'Peso Pluma']",Minor
21,52135248.0,3,0,6,6,76,82,69,123,38,516,1,['Taylor Swift'],Major
22,1297026226.0,3,2,11,12,42,44,48,135,110,12859,1,['Arctic Monkeys'],Minor
23,200647221.0,5,0,12,26,67,81,85,133,40,1313,2,"['Bizarrap', 'Peso Pluma']",Minor
24,115364561.0,20,0,36,7,68,83,85,99,87,1945,3,"['The Weeknd', 'Madonna', 'Playboi Carti']",Major
25,78300654.0,9,0,9,9,86,96,79,130,26,250,1,['Fuerza Regida'],Minor
26,899183384.0,4,0,14,43,80,82,80,107,77,7112,2,"['R��ma', 'Selena G']",Major
27,61245289.0,4,0,56,14,71,74,81,122,40,859,2,"['Tainy', 'Bad Bunny']",Minor
28,429829812.0,4,0,15,46,68,52,52,204,19,2420,1,['Morgan Wallen'],Major
29,127408954.0,5,0,33,2,85,78,67,110,101,2988,1,['Dua Lipa'],Minor
30,22581161.0,6,0,11,0,84,35,74,126,78,864,1,['Troye Sivan'],Minor
31,52294266.0,5,0,11,39,87,63,56,168,34,266,2,"['Peso Pluma', 'Grupo Frontera']",Major
32,843957510.0,5,0,8,36,61,17,71,98,88,6036,3,"['The Weeknd', '21 Savage', 'Metro Boomin']",Minor
33,999748277.0,5,0,19,12,63,51,64,97,56,9082,1,['Taylor Swift'],Major
34,618990393.0,28,0,9,67,63,61,72,180,49,4284,2,"['Karol G', 'Shakira']",Minor
35,123122413.0,4,0,11,11,68,63,81,120,31,1150,8,"['Big One', 'Duki', 'Lit Killah', 'Maria Becerra', 'FMK', 'Rusherking', 'Emilia', 'Tiago pzk']",Major
36,188933502.0,3,0,11,37,73,39,61,150,34,672,2,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Major
37,1355959075.0,6,0,13,9,68,57,75,96,53,11434,1,['Taylor Swift'],Major
38,786181836.0,4,0,12,0,79,48,60,95,42,7830,1,['Taylor Swift'],Major
39,176553476.0,6,0,11,27,85,96,79,125,28,584,1,['Fuerza Regida'],Minor
40,354495408.0,6,0,10,23,65,84,56,144,25,692,2,"['Junior H', 'Peso Pluma']",Minor
41,2808096550.0,5,0,7,54,50,91,76,90,78,24094,2,"['Post Malone', 'Swae Lee']",Major
42,1109433169.0,4,0,35,4,97,38,56,128,80,12482,2,"['Bebe Rexha', 'David Guetta']",Minor
43,1047101291.0,10,0,11,37,56,58,56,79,64,13387,2,"['Tyler - The Creator', 'Kali Uchis']",Major
44,65156199.0,25,0,23,52,58,75,77,144,80,1117,3,"['Nicki Minaj', 'Aqua', 'Ice Spice']",Major
45,570515054.0,3,0,10,10,64,49,67,122,19,3372,1,['Miley Cyrus'],Major
46,1085685420.0,5,0,6,11,81,82,71,140,76,8431,1,['OneRepublic'],Major
47,1647990401.0,7,0,15,9,52,51,59,134,59,2483,1,['The Weeknd'],Minor
48,2565529693.0,28,0,13,16,59,49,68,186,79,29536,2,"['The Weeknd', 'Daft Punk']",Major
49,518745108.0,7,0,44,23,53,50,53,67,47,3408,2,"['Ariana Grande', 'The Weeknd']",Minor
50,107753850.0,5,0,10,7,64,17,72,106,38,1298,3,"['Feid', 'Myke Towers', 'Sky Rompiendo']",Minor
51,177740666.0,3,0,12,0,91,23,60,128,66,4277,3,"['David Guetta', 'Anne-Marie', 'Coi Leray']",Major
52,153372011.0,7,0,15,18,70,55,92,107,39,1133,1,['Karol G'],Minor
53,57876440.0,4,19,8,12,88,96,67,130,59,2259,1,['Peggy Gou'],Minor
54,1813673666.0,4,0,9,70,54,13,45,123,83,18371,1,['Tom Odell'],Minor
55,3703895074.0,7,0,9,0,80,38,50,171,69,43899,1,['The Weeknd'],Major
56,256483385.0,5,0,17,51,72,88,64,137,42,2649,1,['Kali Uchis'],Minor
57,1214083358.0,4,0,22,58,68,85,84,125,45,6804,1,['Manuel Turizo'],Minor
58,16011326.0,19,0,9,59,72,42,86,128,41,525,1,['Karol G'],Minor
59,812019557.0,4,0,27,55,58,53,61,130,29,7923,1,['Taylor Swift'],Minor
60,111947664.0,5,1,9,50,96,59,86,130,15,731,2,"['dennis', 'MC Kevin o Chris']",Major
61,156338624.0,5,0,25,25,81,86,70,133,41,5184,2,"['PinkPantheress', 'Ice Spice']",Major
62,720434240.0,3,0,9,62,59,72,88,101,39,3107,3,"['Charlie Puth', 'BTS', 'Jung Kook']",Major
63,357925728.0,14,0,17,74,64,53,77,95,50,4053,2,"['Rauw Alejandro', 'ROSAL�']",Minor
64,674072710.0,29,0,10,0,59,40,90,98,38,4637,2,"['Ozuna', 'Feid']",Minor
65,1755214421.0,3,0,23,0,66,28,43,173,43,31358,1,['Chris Molitor'],Major
66,404562836.0,7,0,48,7,62,10,64,90,23,3818,1,['Taylor Swift'],Major
67,373199958.0,7,0,10,55,42,71,59,198,56,3506,1,['Libianca'],Minor
68,14780425.0,4,0,35,0,73,48,56,140,36,410,1,['Post Malone'],Major
69,39578178.0,3,0,15,1,53,22,51,82,24,148,1,['Taylor Swift'],Major
70,54266102.0,5,0,43,17,89,84,77,130,35,1004,2,"['Rauw Alejandro', 'Bizarrap']",Minor
71,2557975762.0,9,0,9,44,53,53,76,81,63,22543,1,['Glass Animals'],Major
72,751134527.0,3,18,25,65,59,14,51,94,36,4511,1,['JVKE'],Minor
73,2282771485.0,3,2,10,5,81,41,61,124,61,16413,1,['The Neighbourhood'],Major
74,1356565093.0,4,3,23,1,78,55,62,128,45,8506,2,"['Bizarrap', 'Quevedo']",Major
75,1592909789.0,3,0,11,9,62,42,49,138,62,33898,1,['Coldplay'],Minor
76,635412045.0,3,0,12,50,48,27,58,132,23,3246,1,['d4vd'],Major
77,1230675890.0,9,0,27,1,47,24,71,131,42,8576,2,"['Sam Smith', 'Kim Petras']",Major
78,585695368.0,7,0,10,5,73,58,78,168,38,3618,2,"['Yandel', 'Feid']",Minor
79,43857627.0,6,0,30,33,79,40,68,98,20,370,1,['Maria Becerra'],Major
80,2009094673.0,4,0,15,43,73,50,48,102,55,31123,1,['Vance Joy'],Major
81,600976848.0,3,0,20,78,57,32,34,101,30,2790,2,"['Em Beihold', 'Stephen Sanchez']",Major
82,39709092.0,9,0,35,76,34,36,63,130,9,267,2,"['Mc Livinho', 'DJ Matt D']",Major
83,39228929.0,3,0,12,1,64,20,50,142,17,139,1,['Taylor Swift'],Major
84,2665343922.0,5,0,10,4,76,48,59,170,36,17050,2,"['Justin Bieber', 'The Kid Laroi']",Major
85,223633238.0,4,1,11,3,68,70,78,124,44,2114,2,"['Marshmello', 'Manuel Turizo']",Minor
86,2887241814.0,3,0,11,75,41,45,50,110,53,17836,1,['Lewis Capaldi'],Major
87,1440757818.0,8,0,9,9,71,43,91,92,43,8870,2,"['Chencho Corleone', 'Bad Bunny']",Minor
88,165484133.0,7,51,25,39,66,40,82,116,53,6060,1,['Jain'],Major
89,58054811.0,7,8,9,70,82,84,63,129,50,641,2,"['Ayparia', 'unxbected']",Major
90,157058870.0,3,0,12,19,60,67,71,98,12,1446,1,['Luke Combs'],Major
91,95131998.0,9,0,10,6,76,76,74,172,25,804,1,['Doechii'],Minor
92,250305248.0,4,0,10,4,76,14,68,150,38,1962,2,"['Bad Bunny', 'Eladio Carrion']",Major
93,685032533.0,4,0,6,11,53,19,62,136,23,4875,1,['Taylor Swift'],Minor
94,38411956.0,4,0,83,9,47,34,53,88,39,31,1,['Jung Kook'],Minor
95,144565150.0,33,0,10,15,44,69,83,143,23,2175,2,"['J. Cole', 'Lil Durk']",Major
96,127567540.0,3,9,11,71,35,17,49,100,46,2000,1,['Lana Del Rey'],Minor
97,399686758.0,13,0,11,14,55,39,56,143,25,2839,1,['SZA'],Major
98,983637508.0,3,0,12,7,66,24,56,112,52,20333,1,['Lana Del Rey'],Minor
99,118482347.0,3,0,38,3,59,57,62,93,47,674,1,['BTS'],Major
100,882831184.0,10,0,15,50,55,50,43,206,23,8448,1,['Taylor Swift'],Major
101,286400165.0,5,0,11,15,71,17,68,88,58,2110,3,"['Future', 'Metro Boomin', 'Don Toliver']",Minor
102,172825906.0,5,0,12,0,90,37,50,170,39,2528,1,['Post Malone'],Major
103,1241559043.0,28,0,13,21,67,24,62,84,61,12985,1,['Eminem'],Minor
104,29562220.0,5,0,12,51,72,53,81,134,35,77,1,['NewJeans'],Minor
105,77309611.0,6,0,10,61,40,50,54,158,27,266,1,['Carin Leon'],Major
106,1605224506.0,3,0,10,4,80,92,80,116,52,21097,3,"['Dua Lipa', 'Elton John', 'Pnau']",Major
107,1116995633.0,3,0,9,2,69,45,61,117,21,3423,1,['Ruth B.'],Major
108,838079900.0,5,0,7,2,72,65,77,114,44,4198,1,['Imagine Dragons'],Minor
109,1163620694.0,3,0,13,0,68,47,61,108,43,14739,1,['Adele'],Minor
110,1093605526.0,10,0,21,7,53,37,74,144,32,26792,2,"['Kendrick Lamar', 'Jay Rock']",Minor
111,179659294.0,3,0,11,76,44,18,51,130,6,213,1,['Anggi Marito'],Major
112,39058561.0,3,1,15,33,62,79,77,116,18,58,2,"['Jasiel Nu��ez', 'Peso P']",Major
113,36912123.0,4,0,17,0,78,49,65,121,15,99,1,['Taylor Swift'],Major
114,1205951614.0,6,0,11,36,81,54,64,112,25,41751,1,['Tears For Fears'],Major
115,1791000570.0,33,0,6,30,52,47,70,100,36,21164,1,['J. Cole'],Minor
116,201660859.0,8,0,12,24,78,30,55,150,59,2988,1,['Loreen'],Minor
117,248088961.0,17,0,34,18,71,96,84,120,38,893,2,"['Taiu', 'Milo j']",Minor
118,90839753.0,6,0,23,4,85,89,82,127,34,1094,3,"['Sebastian Yatra', 'Manuel Turizo', 'Be��']",Minor
119,607123776.0,3,0,9,53,61,42,51,90,22,7324,1,['Taylor Swift'],Major
120,55842345.0,4,0,15,33,63,79,75,128,11,201,2,"['Junior H', 'Peso Pluma']",Minor
121,211050784.0,4,4,8,4,87,31,64,143,48,5120,2,"['Calvin Harris', 'Ellie Goulding']",Major
122,342897938.0,4,0,26,3,68,68,74,139,27,2346,1,['Sabrina Carpenter'],Major
123,2762.0,4,0,11,19,64,78,49,162,26,763,2,"['Carin Leon', 'Grupo Frontera']",Major
124,330346424.0,3,0,7,31,60,39,81,92,24,457,1,['Peso Pluma'],Major
125,601863821.0,7,0,29,10,55,57,87,95,38,3430,1,['Feid'],Major
126,1953533826.0,8,0,10,3,93,88,63,146,52,6074,3,"['Ray Dalton', 'Ryan Lewis', 'Macklemore']",Major
127,2322580122.0,5,0,34,12,82,56,55,95,34,21915,1,['Harry Styles'],Major
128,2355719893.0,3,0,10,93,30,12,35,115,30,15032,2,"['Billie Eilish', 'Khalid']",Minor
129,66902503.0,5,0,26,10,65,59,78,128,32,871,2,"['Rauw Alejandro', 'Bizarrap']",Major
130,96273746.0,5,0,27,3,83,69,82,130,33,451,1,['(G)I-DLE'],Minor
131,430977451.0,4,0,11,36,77,74,80,127,27,1783,1,['NewJeans'],Minor
132,284819874.0,9,0,9,21,86,20,42,150,46,9389,1,['Lana Del Rey'],Major
133,721975598.0,5,0,9,27,63,50,78,122,44,5724,2,"['Shakira', 'Bizarrap']",Minor
134,1217120710.0,5,0,7,0,85,20,52,140,25,13985,1,['Arctic Monkeys'],Major
135,109276132.0,8,0,12,46,54,22,63,140,16,1051,4,"['Swae Lee', 'A Boogie Wit da Hoodie', 'Metro Boomin', 'NAV']",Major
136,276259178.0,34,0,18,18,53,48,75,119,46,1682,3,"['Travis Scott', 'Young Thug', 'Metro Boomin']",Minor
137,54225632.0,4,0,9,32,72,96,76,110,8,182,5,"['Sachin-Jigar', 'Shadab Faridi', 'Altamash Faridi', 'Amitabh Bhattacharya', 'Varun Jain']",Minor
138,2559529074.0,2,0,11,16,45,17,60,95,13,16596,1,['Ed Sheeran'],Major
139,681583126.0,3,1,32,45,55,20,56,132,23,2335,1,['d4vd'],Major
140,2594040133.0,11,0,23,4,78,74,77,125,23,18986,1,['Imagine Dragons'],Minor
141,81102253.0,6,0,13,67,50,65,84,124,7,283,4,"['Veigh', 'Bvga Beatz', 'Supernova Ent', 'Prod Malax']",Minor
142,11956641.0,25,0,12,42,65,68,93,133,8,293,2,"['Mc Pedrinho', 'DJ 900']",Minor
143,1687664027.0,9,0,36,0,66,67,92,112,43,21081,1,['Eminem'],Major
144,11599388.0,5,0,6,5,89,92,79,97,31,437,3,"['Sog', 'Ryan Castro', 'Peso Pluma']",Major
145,611700552.0,11,5,10,38,48,52,59,90,32,1275,2,"['The Weeknd', 'Lana Del Rey']",Minor
146,1133865788.0,4,0,53,8,69,27,65,80,38,6135,2,"['Bomba Est��reo', 'Bad B']",Minor
147,1089402494.0,3,0,8,6,59,33,45,172,16,20015,1,['Keane'],Major
148,411747614.0,3,0,31,73,35,24,60,120,14,1507,1,['New West'],Major
149,255932395.0,5,0,5,18,80,96,74,140,21,539,1,['Chino Pacas'],Minor
150,31873544.0,5,0,9,1,77,90,81,128,8,86,1,['Natanael Cano'],Minor
151,95053634.0,5,0,10,57,81,70,78,122,14,324,1,['Peso Pluma'],Major
152,1279434863.0,24,0,5,8,92,86,47,130,37,17138,2,"['Don Omar', 'Lucenzo']",Major
153,233801632.0,20,0,31,33,71,61,69,160,9,894,2,"['Ana Castela', 'AgroPlay']",Major
154,1481349984.0,5,0,28,6,70,87,73,144,9,1622,1,['Bruno Mars'],Major
155,142095275.0,6,0,28,11,52,85,50,192,14,561,3,"['Big One', 'FMK', 'Ke personajes']",Major
156,618885532.0,17,0,9,0,67,40,54,163,27,5871,2,"['Drake', '21 Savage']",Major
157,2011464183.0,4,0,12,6,71,48,66,122,43,29215,1,['OneRepublic'],Minor
158,1167330737.0,6,0,40,21,74,41,61,154,24,5866,1,['Justin Bieber'],Major
159,929964809.0,4,0,11,6,69,31,73,117,26,3859,1,['Chris Brown'],Minor
160,436027885.0,5,0,12,10,83,89,78,138,26,961,2,"['Natanael Cano', 'Peso Pluma']",Minor
161,657723613.0,6,0,8,33,80,74,86,96,18,6457,1,['Daddy Yankee'],Major
162,2713922350.0,5,0,36,1,63,36,77,104,24,43257,3,"['Drake', 'WizKid', 'Kyla']",Major
163,621660989.0,3,0,16,8,62,24,45,164,16,4564,1,['Taylor Swift'],Major
164,1591223784.0,3,0,50,2,82,61,68,118,13,12688,1,['The Weeknd'],Major
165,950906471.0,10,0,19,3,60,51,68,81,19,13801,1,['Miguel'],Minor
166,1593270737.0,3,0,7,54,45,73,82,117,19,22439,1,['The Police'],Major
167,1410088830.0,4,25,64,97,37,10,45,174,35,18515,1,['Lord Huron'],Major
168,1235005533.0,4,0,11,3,77,60,73,128,21,36843,2,"['Rihanna', 'Calvin Harris']",Major
169,1661187319.0,4,0,14,94,27,43,60,145,11,2420,1,['Bruno Mars'],Major
170,1374581173.0,3,0,14,73,55,51,65,150,19,5897,1,['Alec Benjamin'],Minor
171,94186466.0,4,0,21,4,53,13,60,90,16,727,3,"['A$AP Rocky', 'Metro Boomin', 'Roisee']",Minor
172,1788326445.0,3,0,22,17,53,42,55,85,26,33783,1,['Arctic Monkeys'],Major
173,1840364617.0,5,0,28,20,71,38,33,180,13,26694,1,['Imagine Dragons'],Major
174,143573775.0,9,0,37,11,94,84,57,166,16,356,1,['YOASOBI'],Major
175,684675814.0,22,0,16,16,50,40,71,160,17,6518,1,['The Weeknd'],Major
176,1113838873.0,16,0,41,5,80,95,65,160,13,21335,1,['Taylor Swift'],Major
177,1267333350.0,4,0,8,4,63,81,70,92,29,23389,1,['Arctic Monkeys'],Major
178,726307468.0,6,0,45,11,64,53,56,170,18,3202,1,['Rosa Linn'],Major
179,3562543890.0,8,0,9,58,65,93,83,96,10,32181,1,['Ed Sheeran'],Minor
180,1131090940.0,4,0,12,86,52,40,67,120,18,7124,1,['One Direction'],Major
181,307370144.0,8,0,9,6,54,37,70,98,14,592,2,"['Oscar Maydon', 'Junior H']",Major
182,1271293243.0,4,0,12,1,34,12,53,92,7,36724,1,['Radiohead'],Major
183,265882712.0,3,0,11,4,56,24,34,150,10,794,1,['James Arthur'],Major
184,841749534.0,3,46,11,2,47,17,37,94,17,13091,1,['Cigarettes After Sex'],Major
185,47956378.0,5,0,27,26,63,36,74,90,8,67,1,['Shubh'],Minor
186,806397070.0,11,0,42,67,55,54,54,160,30,21574,1,['Frank Ocean'],Major
187,2132335812.0,4,0,9,24,75,59,70,120,16,19664,1,['Post Malone'],Major
188,1641426668.0,5,0,9,1,85,46,63,109,13,21106,1,['Bruno Mars'],Major
189,2135158446.0,5,0,12,63,66,41,57,129,31,23804,1,['Hozier'],Minor
190,367316268.0,5,0,7,30,60,75,54,157,22,849,2,"['Fuerza Regida', 'Grupo Frontera']",Major
191,350381515.0,3,0,9,5,73,49,63,130,12,2619,1,['Taylor Swift'],Major
192,1264310836.0,25,0,13,10,72,19,65,107,42,9037,1,['Bad Bunny'],Minor
193,30343206.0,8,0,19,0,89,67,50,146,11,86,1,['Taylor Swift'],Minor
